Open,High,Close,Low,Volume,Date
1.65,1.655,1.64,1.63,3090018,06-04-2018
1.645,1.65,1.64,1.62,6481685,09-04-2018
1.64,1.66,1.635,1.63,4316415,10-04-2018
1.63,1.638,1.62,1.617,8234891,11-04-2018
1.625,1.635,1.615,1.605,6182536,12-04-2018
1.595,1.635,1.62,1.595,4699140,13-04-2018
1.615,1.64,1.635,1.61,4016887,16-04-2018
1.63,1.635,1.615,1.61,3589233,17-04-2018
1.62,1.622,1.61,1.605,5028891,18-04-2018
1.62,1.63,1.63,1.6,5189994,19-04-2018
1.625,1.67,1.665,1.625,4969496,20-04-2018
1.67,1.675,1.655,1.655,3142894,23-04-2018
1.655,1.673,1.66,1.65,3930451,24-04-2018
1.655,1.705,1.675,1.655,4949689,26-04-2018
1.68,1.715,1.71,1.675,4396281,27-04-2018
1.715,1.725,1.72,1.705,5979121,30-04-2018
1.73,1.745,1.73,1.715,5371089,01-05-2018
1.74,1.75,1.745,1.72,8272394,02-05-2018
1.75,1.773,1.77,1.745,6091997,03-05-2018
1.765,1.768,1.745,1.74,4611737,04-05-2018
1.75,1.77,1.755,1.747,5773739,07-05-2018
1.76,1.77,1.76,1.737,8206850,08-05-2018
1.755,1.765,1.75,1.735,5156921,09-05-2018
1.745,1.75,1.735,1.72,7452616,10-05-2018
1.74,1.745,1.735,1.72,3529609,11-05-2018
1.73,1.74,1.715,1.7,6808179,14-05-2018
1.73,1.75,1.69,1.675,8976603,15-05-2018
1.695,1.71,1.685,1.68,6460931,16-05-2018
1.685,1.695,1.645,1.628,7063498,17-05-2018
1.65,1.653,1.65,1.628,4585476,18-05-2018
1.645,1.66,1.655,1.64,6971723,21-05-2018
1.605,1.61,1.61,1.585,6484915,22-05-2018
1.61,1.61,1.605,1.585,8706541,23-05-2018
1.6,1.625,1.605,1.59,7645126,24-05-2018
1.605,1.625,1.61,1.602,5818215,25-05-2018
1.61,1.625,1.615,1.605,5528209,28-05-2018
1.62,1.63,1.62,1.605,6002525,29-05-2018
1.615,1.63,1.62,1.61,7239193,30-05-2018
1.625,1.64,1.625,1.615,7219133,31-05-2018
1.62,1.62,1.61,1.605,5070234,01-06-2018
1.605,1.61,1.585,1.57,6589587,04-06-2018
1.575,1.585,1.55,1.54,6647684,05-06-2018
1.555,1.58,1.575,1.545,7410308,06-06-2018
1.545,1.57,1.56,1.545,5979140,07-06-2018
1.555,1.56,1.54,1.54,4960839,08-06-2018
1.535,1.548,1.515,1.5,12087498,12-06-2018
1.525,1.535,1.53,1.515,10902812,13-06-2018
1.535,1.565,1.555,1.533,11630659,14-06-2018
1.56,1.605,1.6,1.555,13949989,15-06-2018
1.595,1.605,1.565,1.56,7190327,18-06-2018
1.57,1.58,1.57,1.565,7771870,19-06-2018
1.575,1.595,1.58,1.57,8502111,20-06-2018
1.63,1.63,1.58,1.58,8061598,21-06-2018
1.58,1.592,1.585,1.575,6890734,22-06-2018
1.585,1.6,1.585,1.565,4436653,25-06-2018
1.59,1.605,1.585,1.58,4453389,26-06-2018
1.59,1.607,1.59,1.58,5932230,27-06-2018
1.595,1.62,1.615,1.59,4684979,28-06-2018
1.615,1.625,1.605,1.605,3454017,29-06-2018
1.62,1.622,1.61,1.6,2755016,02-07-2018
1.62,1.655,1.65,1.605,5391759,03-07-2018
1.635,1.65,1.65,1.63,4340637,04-07-2018
1.65,1.67,1.67,1.635,5171681,05-07-2018
1.68,1.695,1.695,1.665,5806234,06-07-2018
1.695,1.7,1.675,1.675,3034263,09-07-2018
1.66,1.66,1.635,1.62,7062030,10-07-2018
1.63,1.635,1.58,1.575,7816256,11-07-2018
1.575,1.58,1.57,1.553,8742432,12-07-2018
1.57,1.595,1.59,1.563,5477975,13-07-2018
1.605,1.605,1.605,1.575,5951490,16-07-2018
1.585,1.61,1.59,1.58,4063812,17-07-2018
1.595,1.605,1.605,1.585,4372587,18-07-2018
1.61,1.625,1.615,1.59,5941064,19-07-2018
1.62,1.625,1.62,1.607,5980966,20-07-2018
1.61,1.615,1.595,1.59,3096441,23-07-2018
1.6,1.61,1.6,1.585,3466247,24-07-2018
1.595,1.595,1.58,1.56,5222885,25-07-2018
1.575,1.58,1.58,1.567,4095458,26-07-2018
1.585,1.625,1.62,1.58,5731305,27-07-2018
1.605,1.628,1.62,1.605,3051325,30-07-2018
1.63,1.645,1.63,1.62,7204674,31-07-2018
1.625,1.633,1.625,1.61,3649755,01-08-2018
1.625,1.63,1.625,1.61,4551649,02-08-2018
1.625,1.635,1.62,1.615,4069104,03-08-2018
1.625,1.633,1.63,1.615,3219478,06-08-2018
1.62,1.633,1.625,1.615,4484435,07-08-2018
1.61,1.625,1.595,1.59,7163284,08-08-2018
1.59,1.6,1.58,1.57,2825674,09-08-2018
1.585,1.59,1.585,1.57,2952343,10-08-2018
1.585,1.595,1.595,1.57,4204920,13-08-2018
1.595,1.607,1.605,1.59,3908990,14-08-2018
1.605,1.625,1.625,1.6,3504563,15-08-2018
1.62,1.63,1.61,1.605,3046156,16-08-2018
1.61,1.635,1.615,1.61,3130205,17-08-2018
1.625,1.645,1.635,1.615,2580979,20-08-2018
1.63,1.63,1.63,1.62,2505324,21-08-2018
1.615,1.62,1.61,1.605,2925982,22-08-2018
1.615,1.615,1.61,1.597,3336829,23-08-2018
1.62,1.635,1.605,1.605,5426417,24-08-2018
1.605,1.62,1.61,1.605,2034972,27-08-2018
1.61,1.648,1.645,1.61,4200488,28-08-2018
1.65,1.65,1.645,1.635,2678442,29-08-2018
1.66,1.66,1.635,1.635,3349469,30-08-2018
1.63,1.66,1.645,1.625,5766211,31-08-2018
1.645,1.645,1.62,1.615,2958516,03-09-2018
1.64,1.645,1.615,1.61,3123175,04-09-2018
1.605,1.62,1.615,1.6,4841885,05-09-2018
1.615,1.62,1.605,1.6,3026526,06-09-2018
1.615,1.63,1.62,1.6,3916877,07-09-2018
1.62,1.635,1.625,1.615,2201876,10-09-2018
1.63,1.635,1.625,1.62,2204288,11-09-2018
1.62,1.63,1.6,1.6,4790987,12-09-2018
1.595,1.6,1.59,1.585,3569560,13-09-2018
1.585,1.595,1.59,1.58,3222422,14-09-2018
1.595,1.615,1.61,1.58,2674968,17-09-2018
1.6,1.638,1.625,1.595,3914920,18-09-2018
1.62,1.64,1.625,1.607,3501053,19-09-2018
1.625,1.635,1.615,1.61,7482728,20-09-2018
1.61,1.625,1.625,1.605,3738727,21-09-2018
1.62,1.625,1.615,1.61,2692474,24-09-2018
1.615,1.63,1.62,1.615,2549657,25-09-2018
